"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.talk_id","Input.para_id","Input.entity_id","Input.before","Input.entities","Input.after","Input.label","Answer.Label.label","Approve","Reject"
"3IKMEYR0M3NM376PPT7RKZNGX6Z2KE","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","31JLPPHS22MW00LHINIRYA44SJRO3K","A2115OWJ0CKOB3","Submitted","Thu Mar 11 07:28:57 PST 2021","Thu Mar 11 07:29:03 PST 2021","Sun Mar 14 08:29:03 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","143","15","6","When I was in","Zimbabwe"," we were touring a place with the village chief — he wanted to raise money for a secondary school — and there was some construction a few yards away, and I said, ""What's that?"" He sort of mumbled","LOC","YES"
"3IKMEYR0M3NM376PPT7RKZNGX6Z2KE","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","31Z0PCVWUS7UEBRCGG7G51M7WTUT7G","A1MTGR92PM6G37","Submitted","Thu Mar 11 07:28:59 PST 2021","Thu Mar 11 07:29:06 PST 2021","Sun Mar 14 08:29:06 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","143","15","6","When I was in","Zimbabwe"," we were touring a place with the village chief — he wanted to raise money for a secondary school — and there was some construction a few yards away, and I said, ""What's that?"" He sort of mumbled","LOC","YES"
"3IKMEYR0M3NM376PPT7RKZNGX6Z2KE","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","336KAV9KYYKJ9WT0KADKHRXE0FQ2YY","A3TKUXUTDX6FBF","Submitted","Thu Mar 11 07:27:53 PST 2021","Thu Mar 11 07:29:28 PST 2021","Sun Mar 14 08:29:28 PDT 2021","","","","95","94% (50/53)","94% (50/53)","94% (50/53)","143","15","6","When I was in","Zimbabwe"," we were touring a place with the village chief — he wanted to raise money for a secondary school — and there was some construction a few yards away, and I said, ""What's that?"" He sort of mumbled","LOC","YES"
"3ZTE0JGGDLKIRGJ6KEOQ3TDBT2MCOH","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","3DEL4X4ELEDKACWX8ZYD7HRADOPYX3","A2U14TBAOQV0KK","Submitted","Thu Mar 11 07:20:54 PST 2021","Thu Mar 11 07:21:08 PST 2021","Sun Mar 14 08:21:08 PDT 2021","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","144","12","10",""" Well, that's what happened in ","the Indian Ocean","during the 1998 El Nino, an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","LOC","YES"
"3ZTE0JGGDLKIRGJ6KEOQ3TDBT2MCOH","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","3R5F3LQFVACXLTSA3UD02B9J7EOOZF","A2CNRV5RTOQGH","Submitted","Thu Mar 11 07:21:06 PST 2021","Thu Mar 11 07:21:20 PST 2021","Sun Mar 14 08:21:20 PDT 2021","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","144","12","10",""" Well, that's what happened in ","the Indian Ocean","during the 1998 El Nino, an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","LOC","YES"
"3ZTE0JGGDLKIRGJ6KEOQ3TDBT2MCOH","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","3T3IWE1XGEF4KTWRCFGM5S321JLQTA","A26PPX9AYZEZ39","Submitted","Thu Mar 11 07:24:17 PST 2021","Thu Mar 11 07:24:39 PST 2021","Sun Mar 14 08:24:39 PDT 2021","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","144","12","10",""" Well, that's what happened in ","the Indian Ocean","during the 1998 El Nino, an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","LOC","YES"
"3SMIWMMK78XMIJ98XR00ETC334RUWK","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","31T4R4OBO08DSUP1UUCQGRM387T7CA","A3VMJIW0DP7007","Submitted","Thu Mar 11 07:22:45 PST 2021","Thu Mar 11 07:22:52 PST 2021","Sun Mar 14 08:22:52 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","144","12","12",""" Well, that's what happened in the Indian Ocean during the 1998 ","El Nino"," an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","EVENT","YES"
"3SMIWMMK78XMIJ98XR00ETC334RUWK","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","3M0NZ3JDP9QBDJMSYFH1T59SQJL5ZT","A3TKUXUTDX6FBF","Submitted","Thu Mar 11 07:27:57 PST 2021","Thu Mar 11 07:29:40 PST 2021","Sun Mar 14 08:29:40 PDT 2021","","","","103","94% (50/53)","94% (50/53)","94% (50/53)","144","12","12",""" Well, that's what happened in the Indian Ocean during the 1998 ","El Nino"," an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","EVENT","YES"
"3SMIWMMK78XMIJ98XR00ETC334RUWK","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","3YJ6NA41JJ8P6EZ708NT3HQJYL5JP4","ABBHVKPQIC5PV","Submitted","Thu Mar 11 07:13:20 PST 2021","Thu Mar 11 07:14:00 PST 2021","Sun Mar 14 08:14:00 PDT 2021","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","144","12","12",""" Well, that's what happened in the Indian Ocean during the 1998 ","El Nino"," an area vastly greater than the size of North America and Europe, when 80 percent of all the corals bleached and a quarter of them died","EVENT","NO: EVENT"
"3NFWQRSHWL612FMINX1J6QPCZTNFG8","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:09:31 PST 2021","3","BatchId:4363511;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:09:31 PDT 2021","","","36V4Q8R5ZSS07Y673IFAJE8A7BOQM8","A2CNRV5RTOQGH","Submitted","Thu Mar 11 07:20:23 PST 2021","Thu Mar 11 07:20:43 PST 2021","Sun Mar 14 08:20:43 PDT 2021","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","145","1","2","The first dog is the first to go, and he is contemplating an aspect of his relationship to his owner, and the title is ""","A Dog on His Master","""","WORK_OF_ART","YES"
