"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.talk_id","Input.para_id","Input.entity_id","Input.before","Input.entities","Input.after","Input.label","Answer.Label.label","Approve","Reject"
"3EAWOID6N0PTN8XN9AHK3K5IG6MV09","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","339ANSOTRDUS0CIL5YXLVZPKRWQKI8","A2U14TBAOQV0KK","Submitted","Thu Mar 11 08:13:59 PST 2021","Thu Mar 11 08:14:06 PST 2021","Sun Mar 14 09:14:06 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","130","8","12"," In the meanwhile, the ","Old","mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the CIA that his own son was about to attack, and this warning fell on deaf ears","PERSON","NO: N/A"
"3EAWOID6N0PTN8XN9AHK3K5IG6MV09","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3EG49X35124IRSMR2G3LOQ7HEEA6XP","A3U5D83UGFY23Y","Submitted","Thu Mar 11 08:12:58 PST 2021","Thu Mar 11 08:13:12 PST 2021","Sun Mar 14 09:13:12 PDT 2021","","","","14","100% (173/173)","100% (173/173)","100% (173/173)","130","8","12"," In the meanwhile, the ","Old","mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the CIA that his own son was about to attack, and this warning fell on deaf ears","PERSON","YES"
"3EAWOID6N0PTN8XN9AHK3K5IG6MV09","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3FE7TXL1LQFA0U2ET0WQ45UC16LQ2V","A3TKUXUTDX6FBF","Submitted","Thu Mar 11 08:14:53 PST 2021","Thu Mar 11 08:15:01 PST 2021","Sun Mar 14 09:15:01 PDT 2021","","","","8","94% (50/53)","94% (50/53)","94% (50/53)","130","8","12"," In the meanwhile, the ","Old","mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the CIA that his own son was about to attack, and this warning fell on deaf ears","PERSON","NO: N/A"
"30ZKOOGW33Y929F7UYUOL2AF0OSA1R","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3CN4LGXD55GTCA8NOOW8A6UCKTWY40","A3U5D83UGFY23Y","Submitted","Thu Mar 11 08:07:26 PST 2021","Thu Mar 11 08:07:37 PST 2021","Sun Mar 14 09:07:37 PDT 2021","","","","11","100% (173/173)","100% (173/173)","100% (173/173)","130","8","14"," In the meanwhile, the Old mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the ","CIA","that his own son was about to attack, and this warning fell on deaf ears","ORG","YES"
"30ZKOOGW33Y929F7UYUOL2AF0OSA1R","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3HUTX6F6V2F7FIPYEN4MF0ZCM5VO2D","A2U14TBAOQV0KK","Submitted","Thu Mar 11 07:45:27 PST 2021","Thu Mar 11 07:45:37 PST 2021","Sun Mar 14 08:45:37 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","130","8","14"," In the meanwhile, the Old mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the ","CIA","that his own son was about to attack, and this warning fell on deaf ears","ORG","YES"
"30ZKOOGW33Y929F7UYUOL2AF0OSA1R","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3NXNZ5RS1IPBUWIYIA2ZE1LV2MY791","AO2WNSGOXAX52","Submitted","Thu Mar 11 07:55:40 PST 2021","Thu Mar 11 07:56:23 PST 2021","Sun Mar 14 08:56:23 PDT 2021","","","","43","98% (289/294)","98% (289/294)","98% (289/294)","130","8","14"," In the meanwhile, the Old mentality with a capital O, was represented by his father, the head of the Nigerian bank, warning the ","CIA","that his own son was about to attack, and this warning fell on deaf ears","ORG","YES"
"3IKDQS3DRLS8VU83MJBLJWHPHTOCIN","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","32SVAV9L3N17YWRG84D9XFKZ32T3A6","ADJG2Z2KT9ZI3","Submitted","Thu Mar 11 07:52:32 PST 2021","Thu Mar 11 07:52:47 PST 2021","Sun Mar 14 08:52:47 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","130","8","17","And the Christmas Day bomber almost succeeded in attacking","the United States of America"," Again with the example of the far right: that we find, ironically, xenophobic nationalists are utilizing the benefits of globalization","LOC","YES"
"3IKDQS3DRLS8VU83MJBLJWHPHTOCIN","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3STRJBFXO4JI9QYWZAWP96RT2DYKTH","A157LV5C7C5B1U","Submitted","Thu Mar 11 07:44:12 PST 2021","Thu Mar 11 07:44:19 PST 2021","Sun Mar 14 08:44:19 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","130","8","17","And the Christmas Day bomber almost succeeded in attacking","the United States of America"," Again with the example of the far right: that we find, ironically, xenophobic nationalists are utilizing the benefits of globalization","LOC","YES"
"3IKDQS3DRLS8VU83MJBLJWHPHTOCIN","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3U4J9857OM3UIPXVGUGV57GLQM5B7J","A5YABFNDC9VUP","Submitted","Thu Mar 11 08:08:16 PST 2021","Thu Mar 11 08:08:30 PST 2021","Sun Mar 14 09:08:30 PDT 2021","","","","14","100% (12/12)","100% (12/12)","100% (12/12)","130","8","17","And the Christmas Day bomber almost succeeded in attacking","the United States of America"," Again with the example of the far right: that we find, ironically, xenophobic nationalists are utilizing the benefits of globalization","LOC","YES"
"3MJ9GGZYPAYGRUX3D2U2QLKKSU6A28","30XGWYMV4TXB76S708SD4VT1ZXX5VD","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Thu Mar 11 07:32:04 PST 2021","3","BatchId:4363538;OriginalHitTemplateId:928390909;","180","259200","Thu Mar 18 08:32:04 PDT 2021","","","3A9AA95AT4EHZFKMB6JZ277EGKIP5W","A32WG5UPW3Z2BR","Submitted","Thu Mar 11 07:46:25 PST 2021","Thu Mar 11 07:46:43 PST 2021","Sun Mar 14 08:46:43 PDT 2021","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","130","19","5","So when Arab socialism started in","Egypt","it spread across the region","LOC","YES"
