"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.talk_id","Input.para_id","Input.entity_id","Input.before","Input.entities","Input.after","Input.label","Answer.Label.label","Approve","Reject"
"3IYI9285XZS4Q5S941WLVXWPUWJJCO","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","3","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3M0NZ3JDP9QBDJMSYFH1T59SPLCZ5H","A6KOTWP7N7RLU","Approved","Fri Mar 05 16:14:31 PST 2021","Fri Mar 05 16:14:43 PST 2021","Mon Mar 08 16:14:43 PST 2021","Fri Mar 05 16:41:40 PST 2021","","","12","100% (5/5)","100% (5/5)","100% (5/5)","4","6","1","John Cage's ""","4'33''"," was performed for the first time in the summer of 1952, by renowned pianist David Tudor","WORK_OF_ART","YES"
"3IYI9285XZS4Q5S941WLVXWPUWJJCO","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","3","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3TAYZSBPLT0MDAHRL4LVZ59DIWLS24","AO2WNSGOXAX52","Approved","Fri Mar 05 16:12:34 PST 2021","Fri Mar 05 16:13:42 PST 2021","Mon Mar 08 16:13:42 PST 2021","Fri Mar 05 16:41:40 PST 2021","","","68","81% (21/26)","81% (21/26)","81% (21/26)","4","6","1","John Cage's ""","4'33''"," was performed for the first time in the summer of 1952, by renowned pianist David Tudor","WORK_OF_ART","YES"
"3IYI9285XZS4Q5S941WLVXWPUWJJCO","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","3","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3U5JL4WY5S14C5IDJSA6RSN3HPJX4D","A2G44A4ZPWRPXU","Approved","Fri Mar 05 16:14:49 PST 2021","Fri Mar 05 16:15:02 PST 2021","Mon Mar 08 16:15:02 PST 2021","Fri Mar 05 16:41:40 PST 2021","","","13","71% (17/24)","71% (17/24)","71% (17/24)","4","6","1","John Cage's ""","4'33''"," was performed for the first time in the summer of 1952, by renowned pianist David Tudor","WORK_OF_ART","YES"
"39N6W9XWSKF7263DSNT7VBWS5SKYG7","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","5","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","37U1UTWH93ELYAJ3MWURJMHKIUUR8I","A2RVSBEHUCNC6K","Rejected","Fri Mar 05 16:14:00 PST 2021","Fri Mar 05 16:14:39 PST 2021","Mon Mar 08 16:14:39 PST 2021","","Fri Mar 05 16:49:56 PST 2021","Wrong label","39","50% (2/4)","50% (2/4)","50% (2/4)","3","14","2","As an Ethiopian-American woman, I grew up around the language of Amharic, ","Amhariña"," It was my first language, the language of my parents, one of the main languages of Ethiopia","GPE","NO: GPE"
"39N6W9XWSKF7263DSNT7VBWS5SKYG7","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","5","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3GD6L00D30PCQUMQI3PVID02Y12M1I","A61LR9E9L004M","Approved","Fri Mar 05 17:15:48 PST 2021","Fri Mar 05 17:15:56 PST 2021","Mon Mar 08 17:15:56 PST 2021","Fri Mar 05 17:40:10 PST 2021","","","8","74% (20/27)","74% (20/27)","74% (20/27)","3","14","2","As an Ethiopian-American woman, I grew up around the language of Amharic, ","Amhariña"," It was my first language, the language of my parents, one of the main languages of Ethiopia","GPE","YES"
"39N6W9XWSKF7263DSNT7VBWS5SKYG7","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","5","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3PJUZCGDJE8FUANHSFU5S1HQC8P89D","A3TKUXUTDX6FBF","Rejected","Fri Mar 05 16:16:03 PST 2021","Fri Mar 05 16:16:17 PST 2021","Mon Mar 08 16:16:17 PST 2021","","Fri Mar 05 16:49:57 PST 2021","Wrong label","14","63% (5/8)","63% (5/8)","63% (5/8)","3","14","2","As an Ethiopian-American woman, I grew up around the language of Amharic, ","Amhariña"," It was my first language, the language of my parents, one of the main languages of Ethiopia","GPE","NO: PERSON"
"39N6W9XWSKF7263DSNT7VBWS5SKYG7","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","5","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3U5JL4WY5S14C5IDJSA6RSN3HPJ4XK","AO2WNSGOXAX52","Approved","Fri Mar 05 16:12:00 PST 2021","Fri Mar 05 16:12:14 PST 2021","Mon Mar 08 16:12:14 PST 2021","Fri Mar 05 16:41:37 PST 2021","","","14","81% (21/26)","81% (21/26)","81% (21/26)","3","14","2","As an Ethiopian-American woman, I grew up around the language of Amharic, ","Amhariña"," It was my first language, the language of my parents, one of the main languages of Ethiopia","GPE","YES"
"39N6W9XWSKF7263DSNT7VBWS5SKYG7","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","5","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3XXU1SWE8UNBH4SJPHVQVHMSZS70A9","A24JKHC4HTY6CD","Approved","Fri Mar 05 17:11:23 PST 2021","Fri Mar 05 17:11:33 PST 2021","Mon Mar 08 17:11:33 PST 2021","Fri Mar 05 17:40:10 PST 2021","","","10","62% (16/26)","62% (16/26)","62% (16/26)","3","14","2","As an Ethiopian-American woman, I grew up around the language of Amharic, ","Amhariña"," It was my first language, the language of my parents, one of the main languages of Ethiopia","GPE","YES"
"36MUZ9VAFDU6KHCVQWG5IN1FAOZEDY","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","6","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","35GMH2SV3M9ZAY1E77ZNH181IALOEI","A61LR9E9L004M","Rejected","Fri Mar 05 17:15:37 PST 2021","Fri Mar 05 17:15:47 PST 2021","Mon Mar 08 17:15:47 PST 2021","","Fri Mar 05 17:39:17 PST 2021","Wrong label","10","74% (20/27)","74% (20/27)","74% (20/27)","3","14","1","As an Ethiopian-American woman, I grew up around the language of ","Amharic","Amhariña","GPE","YES"
"36MUZ9VAFDU6KHCVQWG5IN1FAOZEDY","3UMJP5XW5Q03WOWW1UVHULIVAK1FUG","Named Entity Annotation Error Detection: Choose a correct label","Correct errors of named entity annotations. If the label is correct, choose ""YES"", if not, choose the respective option.","NER, entity, NLP, corpus, error detection, labels, correction, annotation","$0.01","Fri Mar 05 16:08:28 PST 2021","6","BatchId:4356810;OriginalHitTemplateId:928390909;","180","259200","Fri Mar 12 16:08:28 PST 2021","","","3AAJC4I4FOKJKI1DNHLVUFSX7MOZJK","A37L744PKD9TPG","Approved","Fri Mar 05 17:42:37 PST 2021","Fri Mar 05 17:43:00 PST 2021","Mon Mar 08 17:43:00 PST 2021","Fri Mar 05 17:43:52 PST 2021","","","23","100% (1/1)","100% (1/1)","100% (1/1)","3","14","1","As an Ethiopian-American woman, I grew up around the language of ","Amharic","Amhariña","GPE","NO: LANGUAGE"
